,2018-05-13,2018-05-06,2018-04-29,2018-04-22,2018-04-15,2018-04-08,2018-04-01,2018-03-25,2018-03-18,2018-03-11,2018-03-04,2018-02-25,2018-02-18,2018-02-11,2018-02-04,2018-01-28,2018-01-21,2018-01-14,2018-01-07,2017-12-31,2017-12-24,2017-12-17,2017-12-10,2017-12-03,2017-11-26,2017-11-19
fayetiliopoulos,11.0,11.0,10.0,9.0,9.0,9.0,10.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,9.0,9.0,6.0,6.0,6.0,6.0,5.0
finsler,8.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,8.0,8.0,8.0,5.0,5.0
twoparameter,8.0,8.0,8.0,8.0,8.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,6.0,5.0,5.0
superparticle,7.0,7.0,8.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,7.0,7.0,7.0,6.0,5.0,5.0
higgsing,9.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,11.0,11.0,11.0,10.0,10.0,10.0,9.0,9.0,8.0,8.0,9.0,8.0,6.0,6.0,5.0,5.0
luttinger,7.0,7.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,6.0,6.0,5.0,5.0
supermassive,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,5.0,5.0
schroedinger,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,9.0,9.0,9.0,7.0,8.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0
qubit,7.0,7.0,7.0,6.0,6.0,6.0,8.0,8.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,5.0,5.0
petrov,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0
nahm,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,5.0,5.0,5.0
transseries,10.0,10.0,10.0,8.0,8.0,8.0,13.0,13.0,13.0,13.0,12.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,5.0,5.0
selfforce,14.0,14.0,14.0,10.0,9.0,8.0,8.0,8.0,7.0,7.0,7.0,9.0,9.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0
wavenumber,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,7.0,8.0,8.0,7.0,6.0,6.0,5.0,5.0,5.0
thedeformed,12.0,12.0,12.0,11.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,9.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0
wzw,14.0,13.0,13.0,13.0,11.0,11.0,11.0,11.0,10.0,10.0,9.0,7.0,8.0,8.0,8.0,8.0,7.0,6.0,7.0,7.0,4.0,6.0,6.0,5.0,5.0,5.0
strongcoupling,11.0,11.0,11.0,11.0,11.0,10.0,11.0,11.0,12.0,12.0,12.0,12.0,11.0,11.0,10.0,9.0,9.0,8.0,8.0,9.0,10.0,9.0,5.0,5.0,5.0,5.0
domainwall,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,7.0,6.0,8.0,5.0,5.0,5.0,5.0
pt,16.0,16.0,13.0,13.0,13.0,13.0,13.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,5.0,6.0,6.0,7.0,7.0,5.0,5.0,5.0,5.0
superhorizon,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,7.0,6.0,5.0,5.0,5.0,5.0,5.0
crepant,7.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0
infty,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0
dyon,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0
kessence,6.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,5.0,5.0,6.0,6.0,8.0,8.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
dynkin,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
qnms,10.0,10.0,9.0,9.0,9.0,9.0,6.0,9.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
algebroids,4.0,4.0,4.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
faddeev,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
electricmagnetic,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0
rastall,9.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0
witt,6.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0
qsc,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,6.0,6.0,5.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0
rightmoving,7.0,6.0,6.0,7.0,7.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0,5.0,4.0,5.0,5.0,5.0
antiferromagnetic,8.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0
qubits,9.0,9.0,8.0,9.0,9.0,9.0,9.0,8.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0
ramond,12.0,12.0,12.0,11.0,12.0,12.0,10.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,4.0,3.0,5.0,5.0,5.0
bessel,16.0,17.0,17.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,12.0,11.0,10.0,10.0,6.0,6.0,6.0,7.0,3.0,3.0,5.0,5.0,5.0
sds,8.0,8.0,8.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0
pathintegral,12.0,13.0,14.0,14.0,14.0,15.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,8.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,4.0,5.0,5.0
glueballs,8.0,8.0,9.0,9.0,8.0,8.0,8.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0
ia,8.0,8.0,8.0,8.0,8.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0
adcf,7.0,8.0,8.0,6.0,6.0,6.0,6.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,4.0,4.0,5.0,5.0
tdual,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0
schwingerkeldysh,12.0,12.0,12.0,12.0,11.0,9.0,9.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,3.0,3.0,5.0,5.0
symmetrybreaking,11.0,11.0,9.0,9.0,7.0,7.0,8.0,7.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0
gases,12.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,5.0,5.0,5.0,4.0,5.0
normalizable,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0
oneform,7.0,7.0,7.0,10.0,10.0,10.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0
subsector,9.0,9.0,8.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0
snyder,12.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,7.0,4.0
offdiagonal,12.0,13.0,13.0,12.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,7.0,7.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,5.0,5.0,4.0
thefunction,9.0,10.0,9.0,9.0,9.0,11.0,11.0,11.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,4.0
amplituhedron,10.0,10.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,5.0,4.0
tricritical,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,11.0,11.0,11.0,9.0,9.0,9.0,4.0,4.0
hubbard,10.0,10.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0
aharonovbohm,7.0,7.0,7.0,7.0,7.0,8.0,9.0,9.0,8.0,7.0,7.0,7.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,4.0,4.0
stronglycoupled,9.0,9.0,9.0,10.0,10.0,9.0,9.0,9.0,7.0,7.0,7.0,7.0,6.0,7.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0
cmera,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0
glueball,8.0,8.0,8.0,8.0,9.0,9.0,7.0,7.0,7.0,7.0,5.0,6.0,7.0,7.0,6.0,6.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0
synchronised,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,9.0,4.0,4.0,4.0,4.0
outoftimeorder,12.0,12.0,12.0,11.0,11.0,12.0,12.0,9.0,9.0,8.0,9.0,9.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0
leq,9.0,9.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,11.0,11.0,11.0,11.0,11.0,11.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0
eigenvectors,9.0,9.0,8.0,9.0,9.0,9.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0
adler,8.0,8.0,8.0,5.0,5.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0
gravitymatter,9.0,9.0,9.0,9.0,9.0,10.0,9.0,11.0,11.0,11.0,9.0,9.0,10.0,10.0,10.0,8.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0
avalifshitz,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,6.0,6.0,7.0,7.0,7.0,8.0,5.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
singularityfree,8.0,7.0,7.0,5.0,5.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
xcdm,9.0,9.0,9.0,9.0,9.0,9.0,13.0,13.0,13.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
minkowskian,8.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,6.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0
crosssection,7.0,7.0,7.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0
wesszuminowitten,7.0,7.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0
higherform,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,3.0,3.0,3.0,3.0,6.0,6.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0
compactifying,6.0,6.0,6.0,6.0,7.0,6.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,4.0
parameterization,8.0,8.0,8.0,9.0,9.0,9.0,10.0,10.0,10.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,3.0,3.0,3.0,4.0,4.0
bcs,7.0,8.0,7.0,7.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0
ofdimensional,9.0,9.0,9.0,9.0,9.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,4.0,4.0
ln,7.0,7.0,7.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0
donaldsonthomas,10.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,6.0,6.0,3.0,3.0,4.0
scaledependent,7.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0
lqc,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,8.0,8.0,6.0,6.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0
upto,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0
qm,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,4.0
associahedron,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0,3.0
homotopy,17.0,17.0,16.0,16.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,14.0,16.0,16.0,16.0,15.0,16.0,14.0,14.0,13.0,13.0,13.0,8.0,3.0,3.0
coadjoint,11.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,9.0,9.0,9.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,3.0,3.0
nonflat,11.0,11.0,11.0,11.0,10.0,10.0,12.0,12.0,12.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,5.0,5.0,5.0,3.0,3.0
superluminal,18.0,18.0,18.0,17.0,17.0,17.0,16.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,11.0,11.0,10.0,10.0,10.0,9.0,3.0,5.0,5.0,5.0,3.0,3.0
homflypt,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,4.0,4.0,4.0,3.0,3.0
zamolodchikov,9.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0
lesssim,16.0,17.0,16.0,14.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,12.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0
qgp,13.0,13.0,13.0,13.0,13.0,15.0,14.0,11.0,11.0,12.0,10.0,10.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,3.0,3.0,3.0,3.0
calabi,8.0,7.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0
yau,8.0,7.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0
ricciflat,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,7.0,7.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0
egb,12.0,5.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
jt,13.0,13.0,13.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,8.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0
twocomponent,8.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0
nambu,11.0,12.0,12.0,13.0,12.0,12.0,11.0,11.0,10.0,10.0,10.0,8.0,8.0,6.0,6.0,6.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0
grosspitaevskii,8.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0
waveforms,8.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0
noscale,12.0,12.0,12.0,12.0,12.0,13.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,8.0,8.0,8.0,7.0,2.0
kinkantikink,12.0,12.0,10.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,6.0,6.0,6.0,6.0,5.0,2.0
ppwaves,10.0,10.0,10.0,10.0,10.0,9.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0
rederive,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,7.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0
vaidya,10.0,10.0,11.0,11.0,9.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0
cobordism,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0
wouldbe,10.0,10.0,10.0,10.0,8.0,8.0,8.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0
laughlin,10.0,10.0,10.0,11.0,11.0,11.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0
tqfts,8.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
superradiance,11.0,11.0,10.0,10.0,10.0,9.0,9.0,9.0,5.0,5.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
lorentzinvariant,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0
minisuperspace,11.0,10.0,11.0,11.0,11.0,11.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,3.0,3.0,2.0,1.0,1.0,2.0
racah,21.0,20.0,16.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,5.0,5.0,3.0,1.0
ligovirgo,12.0,12.0,12.0,12.0,13.0,12.0,12.0,12.0,12.0,11.0,8.0,8.0,6.0,6.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
mordellweil,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,13.0,13.0,6.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0
wightman,16.0,15.0,12.0,9.0,8.0,8.0,7.0,7.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
carrollian,12.0,12.0,12.0,12.0,12.0,12.0,12.0,10.0,10.0,10.0,10.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
fqh,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
